score	text
2568	What do you call a cop in bed? (Lord help me) An under-cover cop
2558	Have you seen the new pen that writes underwater, upside down and in outer space? It writes lots of other words too.
2551	Why did the blind man fall down the well? Because he couldn't see that well.
2549	I was going to talk to my kids about sex offenders... But it's a touchy subject
2547	Why can't Catholics travel at light speed? Because they have mass.
2544	My wife couldn't find her phone the other day... Me: I'll just call it. Her: you can't, it's on silent. Me: well, if you liked it then you should have put a ring on it. I got smacked for that one.
2542	"Hey kids, it's Jamaican hairstyle day at work tomorrow!" I'm dreading it...
2542	My daughter was whining about her chores. She asked if she needed to vacuum the whole apartment. I said, "no, just do the floor."
2539	Why does a milking chair only have three legs? The cow has the udder.
2536	I stopped ironing my clothes. I have less pressing concerns.
2533	What do you call a lesson on turtles? A turtorial
2532	I will always fondly remember the last words my grandfather said before he kicked the bucket. "How far do you think I can kick this bucket?"
2529	Orion's Belt is a waist of space I give it three stars.
2528	What do you call someone who makes a lot of Dad jokes but doesn't have any kids? A faux-pa.
2528	They should replace batons with clocks in relay races It would be a great way to pass the time
2526	A midget chef had to quit his job at a casino He said the steaks were too high
2524	Why did the orange stop rolling down the hill? Because it ran out of juice
2522	All these people getting emails from the Prince of Nigeria, I got one from an Egyptian Pharaoh... But it turned out to just be a pyramid scheme.
2515	How do you find Will Smith in the snow? Look for the fresh prints.
2514	How do you tell a joke is a dad joke It's apparent
2507	I'm going to name my daughter "Noe" It's pronounced Noel Her entire existence will be my ultimate dad joke.
2503	i heard you can determine the gender of an ant by throwing it into a pool. if it sinks; girl ant. if it floats; boy ant (if you repeat it enough times you'll eventually get it)
2500	Rick Astley will let you borrow any of his Disney Pixar DVDs Except one...
2490	I invented a new word today Plagiarism.
2485	I sympathize with batteries I'm never included in anything either.
2484	What do you call a Communist sniper? Marxman
2481	Doctor: Sir, I am sorry to say that you have onomatopoeia... Patient: What is it, doc? Doctor: It's exactly what it sounds like.
2481	Flirting with a girl Me: What turns you on? Her: Spontaneity. Me: So if I spontaneously combusted that would just be like the hottest thing you've ever seen. Her: *sighs*
2469	My therapist just told me that I have serious trouble verbalizing my emotions. Can't say I'm surprised.
2465	What computer can sing "Hello" A dell
2465	Overheard a group of dads at Dunkin Donuts. "Who is the roundest knight of the round table?" - Sir Cumference
2460	I have a phobia of speed bumps... ...but I'm slowly getting over it.
2458	My 5 y/o dadjoked me Son: This candy taste like life. Me: What? Son : Because it is hard. I have no idea where he got that concept from.
2450	Why are cannibals so angry? They're fed up with people.
2446	My hamster died last night :( He fell asleep at the wheel
2442	If you love Christmas so much then... why don't you MERRY it!?!
2440	Alligators can grow up to 15 feet But most have 4
2435	I apologize, this is a long one. Ooooooooooonnnnnnnnnnneeeeeeeeeeeee.
2432	I usually don't tell dad jokes... But when I do,he laughs.
2431	What do you call an alligator in a vest? An Investigator
2429	How do you find Will Smith in the snow? You look for the fresh prints
2427	Sideshow Bob could never get a job at Moe's Tavern Because of his many past failures with Bart-ending.
2426	I can see 6 years into the future Thanks to my 2020 vision.
2425	I read an article earlier that said it actually takes three sheep to make one sweater... I didn't even know they could knit!
2423	I can't wait until I'm 37 I'll really be in my prime.
2419	I just lost 20% of my couch Ouch
2417	I love that the Earth spins It really makes my day.
2415	It was way to early for this. Girlfriend: "We need to get to the tennis court before it opens." Me: "Why so early?" Girlfriend: "It's first come first serve."
2409	If I ever own a ranch in my old age I'm definitely gonna call it "Pasture Prime"
2406	Whoever invented the knock-knock joke should get a no bell prize.
2404	Why can't you run through a campsite? You can only ran, it's past tents...
2396	Did you know you can wear any boat as a hat? You just turn it over and it's capsized
2395	Why do chicken coops only have two doors? Because if they had four, they would be chicken sedans!
2395	Edgy names Coworker (reading an article online): "Hm a 'List of Baby Names with an *Edge*'" Me: "You mean like Cliff?" Nobody laughed.
2388	After I got a new leather messenger bag, my Dad asked "Do you know what the number 1 use of cow hide is?" "Holding cows together"
2384	Husband just dad joked our 9 year old. She was doing homework and commented "my last name in cursive is pretty". Husband says, "no it's not, it's still Smith".
2378	I tied all my watches onto my belt, but then I realized... It was a waist of time...
2378	The plural of penny is pence But we just say pennies because it makes more cents
2376	Kid: "Dad! Who's our internet service provider?" Dad: "I am."
2366	I thought I'd try snail racing My tactic was if I take the shells off, they'll be lighter and quicker, All it did was make them a bit sluggish
2362	Why do milking stools only have three legs? Because the cow has the udder. (My dad *just* pulled this one out on us.)
2356	I got a new job this week as the senior director of Old McDonald's farm... I'm the new CIEIO
2356	What do Mexicans think of Trumps new wall? They'll get over it
2353	What did the two Pharaohs have when they farted simultaneously? A toot in common!
2350	When God was integrating Planet Earth, he suddenly recalled his Calculus lesson. He remembered to add the sea.
2338	Last night my bf asked me to hand him the blankets... As I pulled the comforter over him I said, "I got you covered." I proceeded to laugh for 1 solid minute, he did NOT think it was funny.
2329	You know what they say about grandfather clocks They're old timers
2317	Don't spell part backwards It's a trap
2317	Worlds first ATM turned 50 today I gave it a card
2314	Talking to my wife about giving birth. Wife: "..Yeah, it was kind of an out-of-body experience." Me: "Especially for the baby!"
2308	Saw a guy standing on one leg at an atm. Confused, I asked him what he was doing. He was just checking his balance
2304	Why were the eggs Benedict served on a shiny platter on Christmas morning? Because there is no plate like chrome for the hollandaise.
2303	When my friend in Iraq gave his daughter a new bag, she replied... "Thanks for the Baghdad."
2298	Every time I go to dinner with my parents, they constantly argue about the mashed potatoes, rice or french fries... And I always tell them that I'm not choosing sides.
2293	What do you call a ginger kid who's good at martial arts? The Carroty Kid
2292	Today my wife told me she "can't even" I just looked at her and said "well that's odd."
2286	There is a fine line between a numerator and a denominator. Only a fraction of people will find this funny.
2285	People who make soda jokes must know a lot about pop culture. People who make soda jokes must know a lot about pop culture.
2278	When my kids were young, they were obsessed with the difference between sine and cosine... As they got older, I realized it was just a phase...
2277	I was attacked by 1, 3, 5, 7 and 9. The odds were against me.
2275	What's the difference between an oral and a rectal thermometer? The taste
2268	My girlfriend told me to heat up the chilli in the fridge for dinner. I asked if I wasn't better off heating up the chilli in the microwave. No response.
